raw_name_seq,translit_name_seq,raw_name_3gram,translit_name_3gram,addr_seq,addr_numeric_jaccard,addr_numeric_shared_count,addr_numeric_any_overlap,addr_numeric_longest_match,addr_numeric_postal_overlap,name_jaccard,name_tfidf_overlap,addr_jaccard,addr_tfidf_overlap,cross_script,addr_missing,s1_id,s2_id,label
0.5,0.5,0.28,0.28,0.2647058823529412,0.0,0,0,0,0.0,0.2,0.15742019119425152,0.0,0.0,0,0,S1-424976769,S2-387847255,0
0.5555555555555556,0.5555555555555556,0.2727272727272727,0.2727272727272727,0.2585034013605442,0.0,0,0,0,0.0,0.2,0.18913893288639966,0.0,0.0,0,0,S1-424976769,S2-856506633,0
0.625,0.625,0.3157894736842105,0.3157894736842105,0.2911392405063291,0.0,0,0,0,0.0,0.25,0.21223644876035683,0.08695652173913043,0.08695652173913042,0,0,S1-424976769,S2-91031785,0
0.6896551724137931,0.6896551724137931,0.375,0.375,0.2896551724137931,0.3333333333333333,1,1,1,0.0,0.25,0.20051933546163164,0.08695652173913043,0.08695652173913042,0,0,S1-424976769,S2-712735476,0
0.6666666666666666,0.6666666666666666,0.35294117647058826,0.35294117647058826,0.275,0.0,0,0,0,0.0,0.25,0.22794669584559382,0.041666666666666664,0.04166666666666666,0,0,S1-424976769,S2-181741966,0
0.37209302325581395,0.37209302325581395,0.03125,0.03125,0.2571428571428571,0.0,0,0,0,0.0,0.16666666666666666,0.05226406064545609,0.0,0.0,0,0,S1-505333132,S2-976415077,0
0.32558139534883723,0.32558139534883723,0.030303030303030304,0.030303030303030304,0.31746031746031744,0.0,0,0,0,0.0,0.16666666666666666,0.05735225521101216,0.0,0.0,0,0,S1-505333132,S2-71190839,0
0.46808510638297873,0.46808510638297873,0.15151515151515152,0.15151515151515152,0.43636363636363634,0.0,0,0,0,0.0,0.16666666666666666,0.1896659002554413,0.1,0.10000000000000002,0,0,S1-505333132,S2-286323090,0
0.21818181818181817,0.21818181818181817,0.046511627906976744,0.046511627906976744,0.24615384615384617,0.0,0,0,0,0.0,0.14285714285714285,0.057132927317708436,0.0,0.0,0,0,S1-505333132,S2-831786901,0
0.43333333333333335,0.43333333333333335,0.021739130434782608,0.021739130434782608,0.24324324324324326,0.0,0,0,0,0.0,0.125,0.04082854538042952,0.0,0.0,0,0,S1-505333132,S2-268981301,0
0.43243243243243246,0.43243243243243246,0.037037037037037035,0.037037037037037035,0.1935483870967742,0.0,0,0,0,0.0,0.2,0.061122426898161344,0.0,0.0,0,0,S1-643535950,S2-813477897,0
0.2962962962962963,0.2962962962962963,0.02857142857142857,0.02857142857142857,0.31746031746031744,0.0,0,0,0,0.0,0.14285714285714285,0.03628743352875052,0.0,0.0,0,0,S1-643535950,S2-236863185,0
0.5142857142857142,0.5142857142857142,0.041666666666666664,0.041666666666666664,0.2692307692307692,0.0,0,0,0,0.0,0.16666666666666666,0.04870843064057522,0.0,0.0,0,0,S1-643535950,S2-685617505,0
0.5238095238095238,0.5238095238095238,0.10714285714285714,0.10714285714285714,0.26229508196721313,0.0,0,0,0,0.0,0.14285714285714285,0.04014383545939844,0.0,0.0,1,0,S1-643535950,S2-154112181,0
0.5263157894736842,0.5263157894736842,0.07692307692307693,0.07692307692307693,0.27692307692307694,0.0,0,0,0,0.0,0.16666666666666666,0.050653323897307194,0.0,0.0,1,0,S1-643535950,S2-571134730,0
0.509090909090909,0.509090909090909,0.1891891891891892,0.1891891891891892,0.31746031746031744,0.0,0,0,0,0.0,0.16666666666666666,0.18254867909651343,0.0,0.0,0,0,S1-105568631,S2-626769518,0
0.5084745762711864,0.5084745762711864,0.1951219512195122,0.1951219512195122,0.3018867924528302,0.0,0,0,0,0.0,0.14285714285714285,0.15677867051505695,0.0,0.0,0,0,S1-105568631,S2-560762978,0
