raw_name_seq,translit_name_seq,raw_name_3gram,translit_name_3gram,addr_seq,addr_numeric_jaccard,addr_numeric_shared_count,addr_numeric_any_overlap,addr_numeric_longest_match,addr_numeric_postal_overlap,name_jaccard,name_tfidf_overlap,addr_jaccard,addr_tfidf_overlap,cross_script,addr_missing,source1_entity_id,candidate_entity_id,label
0.5,0.5,0.28,0.28,0.2647058823529412,0.0,0,0,0,0.0,0.2,0.1574201911942515,0.0,0.0,0,0,S1-424976769,S2-387847255,0
0.5555555555555556,0.5555555555555556,0.2727272727272727,0.2727272727272727,0.2585034013605442,0.0,0,0,0,0.0,0.2,0.1891389328863996,0.0,0.0,0,0,S1-424976769,S2-856506633,0
0.625,0.625,0.3157894736842105,0.3157894736842105,0.2911392405063291,0.0,0,0,0,0.0,0.25,0.2122364487603568,0.0869565217391304,0.0869565217391304,0,0,S1-424976769,S2-91031785,0
0.6896551724137931,0.6896551724137931,0.375,0.375,0.2896551724137931,0.3333333333333333,1,1,1,0.0,0.25,0.2005193354616316,0.0869565217391304,0.0869565217391304,0,0,S1-424976769,S2-712735476,0
0.6666666666666666,0.6666666666666666,0.3529411764705882,0.3529411764705882,0.275,0.0,0,0,0,0.0,0.25,0.2279466958455938,0.0416666666666666,0.0416666666666666,0,0,S1-424976769,S2-181741966,0
0.3720930232558139,0.3720930232558139,0.03125,0.03125,0.2571428571428571,0.0,0,0,0,0.0,0.1666666666666666,0.052264060645456,0.0,0.0,0,0,S1-505333132,S2-976415077,0
0.3255813953488372,0.3255813953488372,0.0303030303030303,0.0303030303030303,0.3174603174603174,0.0,0,0,0,0.0,0.1666666666666666,0.0573522552110121,0.0,0.0,0,0,S1-505333132,S2-71190839,0
0.4680851063829787,0.4680851063829787,0.1515151515151515,0.1515151515151515,0.4363636363636363,0.0,0,0,0,0.0,0.1666666666666666,0.1896659002554413,0.1,0.1,0,0,S1-505333132,S2-286323090,0
0.2181818181818181,0.2181818181818181,0.0465116279069767,0.0465116279069767,0.2461538461538461,0.0,0,0,0,0.0,0.1428571428571428,0.0571329273177084,0.0,0.0,0,0,S1-505333132,S2-831786901,0
0.4333333333333333,0.4333333333333333,0.0217391304347826,0.0217391304347826,0.2432432432432432,0.0,0,0,0,0.0,0.125,0.0408285453804295,0.0,0.0,0,0,S1-505333132,S2-268981301,0
0.4324324324324324,0.4324324324324324,0.037037037037037,0.037037037037037,0.1935483870967742,0.0,0,0,0,0.0,0.2,0.0611224268981613,0.0,0.0,0,0,S1-643535950,S2-813477897,0
0.2962962962962963,0.2962962962962963,0.0285714285714285,0.0285714285714285,0.3174603174603174,0.0,0,0,0,0.0,0.1428571428571428,0.0362874335287505,0.0,0.0,0,0,S1-643535950,S2-236863185,0
0.5142857142857142,0.5142857142857142,0.0416666666666666,0.0416666666666666,0.2692307692307692,0.0,0,0,0,0.0,0.1666666666666666,0.0487084306405752,0.0,0.0,0,0,S1-643535950,S2-685617505,0
0.5238095238095238,0.5238095238095238,0.1071428571428571,0.1071428571428571,0.2622950819672131,0.0,0,0,0,0.0,0.1428571428571428,0.0401438354593984,0.0,0.0,1,0,S1-643535950,S2-154112181,0
0.5263157894736842,0.5263157894736842,0.0769230769230769,0.0769230769230769,0.2769230769230769,0.0,0,0,0,0.0,0.1666666666666666,0.0506533238973071,0.0,0.0,1,0,S1-643535950,S2-571134730,0
0.509090909090909,0.509090909090909,0.1891891891891892,0.1891891891891892,0.3174603174603174,0.0,0,0,0,0.0,0.1666666666666666,0.1825486790965134,0.0,0.0,0,0,S1-105568631,S2-626769518,0
0.5084745762711864,0.5084745762711864,0.1951219512195122,0.1951219512195122,0.3018867924528302,0.0,0,0,0,0.0,0.1428571428571428,0.1567786705150569,0.0,0.0,0,0,S1-105568631,S2-560762978,0
