threshold,macro_f05
0.05,0.9114604040179541
0.07500000000000001,0.9253386376780482
0.10000000000000002,0.9340859813057711
0.12500000000000003,0.9382172856653331
0.15000000000000002,0.9428330593380123
0.17500000000000004,0.9471967975157989
0.20000000000000007,0.9503258492254372
0.22500000000000003,0.9537309422504844
0.25000000000000006,0.9567901573477445
0.2750000000000001,0.9581385085539497
0.3000000000000001,0.9597888751047556
0.32500000000000007,0.9606615599920575
0.3500000000000001,0.9609275466144702
0.3750000000000001,0.9626023464554092
0.4000000000000001,0.963933163161433
0.4250000000000001,0.9647036255656238
0.4500000000000001,0.9656677542777233
0.47500000000000014,0.9668199482052667
0.5000000000000002,0.9679575238086155
0.5250000000000001,0.9688173695749553
0.5500000000000003,0.9691126878101751
0.5750000000000002,0.9701429918937223
0.6000000000000002,0.9711122911498363
0.6250000000000002,0.9723574799030329
0.6500000000000002,0.9729944102476662
0.6750000000000003,0.9734319467287952
0.7000000000000003,0.9738444739242672
0.7250000000000003,0.9746274229650668
0.7500000000000002,0.9759970375066424
0.7750000000000002,0.9771594495762368
0.8000000000000003,0.9779391767575308
0.8250000000000003,0.9786358068570685
0.8500000000000003,0.9796683213919494
0.8750000000000003,0.98009559809092
0.9000000000000004,0.9807539892412466
0.9250000000000004,0.9809045942492108
0.9500000000000004,0.9811583925310596
0.9750000000000003,0.9779996901306158
